filename,label,total_edge_pixels,white_pixel_count,white_pixel_upper_ratio,white_column_peaks,num_defects,extent,hu_moment_1
1031.jpg,0,108,624,0.34615384615384615,1,6,0.5635,2.972004415731846
1032.jpg,0,108,614,0.34527687296416937,1,8,0.5545,2.9644604611783465
1033.jpg,0,109,619,0.3441033925686591,1,7,0.559,2.9649703606182976
1034.jpg,0,111,612,0.3464052287581699,1,8,0.552,2.9656590119761073
1035.jpg,0,108,619,0.35379644588045234,1,7,0.5585,2.9677385457125625
1036.jpg,0,109,617,0.34359805510534847,1,7,0.557,2.96732856752565
1037.jpg,0,108,612,0.3431372549019608,1,7,0.552,2.962687700345259
1038.jpg,0,110,615,0.33983739837398375,1,7,0.5545,2.9655737474696573
1039.jpg,0,109,615,0.34146341463414637,1,7,0.555,2.9655024896280375
1040.jpg,0,109,622,0.3408360128617363,1,7,0.562,2.9689574530840077
1041.jpg,0,109,624,0.33974358974358976,1,6,0.564,2.974679267245093
1042.jpg,0,109,616,0.3409090909090909,1,6,0.5555,2.9635783889666283
1043.jpg,0,108,626,0.3402555910543131,1,6,0.566,2.9690095662421965
1044.jpg,0,109,615,0.3300813008130081,1,7,0.555,2.9690994612544395
1045.jpg,0,109,621,0.3397745571658615,1,7,0.561,2.9719361325231013
1046.jpg,0,110,616,0.3327922077922078,1,6,0.557,2.9739976528447527
1047.jpg,0,109,612,0.3300653594771242,1,7,0.5525,2.9724776003506483
1048.jpg,0,112,617,0.3338735818476499,1,5,0.5575,2.971786723163771
1049.jpg,0,110,615,0.33495934959349594,1,6,0.5555,2.9709457271526802
1050.jpg,0,109,608,0.3371710526315789,1,6,0.548,2.9676862978714387
1051.jpg,0,107,615,0.33658536585365856,1,8,0.555,2.9669674087890536
1052.jpg,0,110,605,0.3338842975206612,1,6,0.545,2.9687803718779224
1053.jpg,0,110,606,0.33003300330033003,1,7,0.547,2.9699647596870857
1054.jpg,0,111,609,0.3284072249589491,1,7,0.55,2.968946479468124
1055.jpg,0,110,608,0.3338815789473684,1,7,0.5485,2.9686301062018456
1056.jpg,0,110,612,0.3382352941176471,1,7,0.5525,2.9695142791287403
1057.jpg,0,110,620,0.3387096774193548,1,7,0.5605,2.9768911648137792
1058.jpg,0,110,617,0.34035656401944897,1,7,0.558,2.9706130311553
1059.jpg,0,110,616,0.336038961038961,1,6,0.5565,2.978248713943273
1060.jpg,0,109,623,0.33547351524879615,1,7,0.5625,2.9724289298039106
1061.jpg,0,109,624,0.33974358974358976,1,7,0.5645,2.9734823057650863
1062.jpg,0,109,622,0.3279742765273312,1,7,0.5625,2.977214759357606
1063.jpg,0,106,626,0.33865814696485624,1,5,0.5655,2.9712715935660228
1064.jpg,0,110,631,0.329635499207607,1,5,0.5715,2.977452643634069
1065.jpg,0,111,631,0.329635499207607,1,6,0.5715,2.978048629761482
1066.jpg,0,109,643,0.3328149300155521,1,11,0.5295454545454545,2.982768145298687
1067.jpg,0,110,651,0.3333333333333333,1,9,0.5368181818181819,2.9874832911582483
1068.jpg,0,113,653,0.33078101071975496,1,9,0.5395454545454546,2.9869539579793587
1069.jpg,0,110,645,0.3209302325581395,1,8,0.5318181818181819,2.987009879146246
1070.jpg,0,111,651,0.31490015360983103,1,7,0.5368181818181819,2.990298176047609
1071.jpg,0,110,647,0.3168469860896445,1,9,0.5331818181818182,2.9816173736530263
1072.jpg,0,111,661,0.32223903177004537,1,7,0.5459090909090909,2.9923633261933427
1073.jpg,0,109,652,0.31901840490797545,1,10,0.5377272727272727,2.989098464858682
1074.jpg,0,109,657,0.3150684931506849,1,8,0.5422727272727272,2.988835684953121
1075.jpg,0,111,660,0.3151515151515151,1,9,0.5445454545454546,2.9868801815017165
1076.jpg,0,110,655,0.31297709923664124,1,8,0.5409090909090909,2.9879786572548905
1077.jpg,0,111,668,0.312874251497006,1,7,0.5509090909090909,2.9902214171151194
1078.jpg,0,110,661,0.3086232980332829,1,7,0.545,2.9874500297014936
1079.jpg,0,109,662,0.31419939577039274,1,8,0.5463636363636364,2.990549724400282
1080.jpg,0,110,661,0.3071104387291982,1,8,0.5454545454545454,2.994223494052229
1081.jpg,0,109,665,0.3067669172932331,1,8,0.5490909090909091,2.998693935570016
1082.jpg,0,110,667,0.3118440779610195,1,6,0.5504545454545454,2.9923547347681456
1083.jpg,0,109,673,0.3135215453194651,1,6,0.5554545454545454,2.9934430269785524
1084.jpg,0,112,664,0.3072289156626506,1,7,0.5486363636363636,2.9810211796346007
1085.jpg,0,109,664,0.3117469879518072,1,6,0.5472727272727272,2.9921580651693787
1086.jpg,0,110,662,0.30966767371601206,1,8,0.5463636363636364,2.9934394580151626
1087.jpg,0,111,676,0.3062130177514793,1,6,0.5590909090909091,2.9883749001995206
1088.jpg,0,111,673,0.30460624071322434,1,7,0.5554545454545454,2.989760897383576
1089.jpg,0,109,675,0.3022222222222222,1,6,0.5586363636363636,2.998884554641669
1090.jpg,0,111,668,0.30389221556886226,1,5,0.5518181818181818,2.9950683274037884
1091.jpg,0,111,671,0.30700447093889716,1,4,0.5545454545454546,2.9876985403021847
1092.jpg,0,113,664,0.3042168674698795,1,5,0.5477272727272727,2.991122784283974
1093.jpg,0,113,666,0.3078078078078078,1,5,0.5504545454545454,2.990499306767655
1094.jpg,0,112,683,0.3089311859443631,1,5,0.5654545454545454,2.997965466016235
1095.jpg,0,112,675,0.31407407407407406,1,5,0.5586363636363636,2.993947165815362
1096.jpg,0,111,665,0.3082706766917293,1,6,0.5495454545454546,2.992279563077508
1097.jpg,0,111,679,0.3136966126656848,1,5,0.5613636363636364,2.991205342769181
1098.jpg,0,112,669,0.312406576980568,1,7,0.5531818181818182,2.99685462824091
1099.jpg,0,110,670,0.3194029850746269,1,8,0.5531818181818182,2.9877214660216316
1100.jpg,0,109,663,0.3092006033182504,1,7,0.5468181818181819,2.986144038356562
1101.jpg,0,109,677,0.3175775480059084,1,7,0.5595454545454546,2.9900684748898407
1102.jpg,0,110,677,0.31610044313146235,1,6,0.56,2.9945185123985705
1103.jpg,0,109,668,0.3083832335329341,1,7,0.5509090909090909,2.988692167582015
1104.jpg,0,108,665,0.3082706766917293,1,9,0.5481818181818182,2.9884975837355516
1105.jpg,0,110,665,0.3112781954887218,1,6,0.5490909090909091,2.985745713377481
1106.jpg,0,111,668,0.3203592814371258,1,8,0.5518181818181818,2.9902015800730526
1107.jpg,0,112,666,0.3078078078078078,1,6,0.5509090909090909,2.991668787791494
1108.jpg,0,111,664,0.3117469879518072,1,6,0.5486363636363636,2.9973280154266537
1109.jpg,0,110,673,0.3164933135215453,1,7,0.5554545454545454,2.9936793581533703
1110.jpg,0,112,668,0.3203592814371258,1,8,0.5522727272727272,2.989545284570604
1111.jpg,0,110,660,0.31212121212121213,1,7,0.5440909090909091,2.996594461027183
1112.jpg,0,110,663,0.3167420814479638,1,8,0.5468181818181819,2.9962491947461545
1113.jpg,0,109,671,0.31594634873323396,1,6,0.5540909090909091,2.9940499452457208
1114.jpg,0,112,668,0.3203592814371258,1,5,0.5522727272727272,2.9976745144270027
1115.jpg,0,111,654,0.3103975535168196,1,8,0.5395454545454546,2.9924859739859127
1116.jpg,0,111,664,0.3177710843373494,1,7,0.5477272727272727,2.992080546369512
1117.jpg,0,112,666,0.31681681681681684,1,6,0.5486363636363636,2.9941553225530138
1118.jpg,0,112,662,0.31419939577039274,1,5,0.5463636363636364,2.9955754312406597
1119.jpg,0,110,655,0.31297709923664124,1,6,0.54,2.987617396133294
1120.jpg,0,110,662,0.31419939577039274,1,8,0.5468181818181819,2.994086159383895
1121.jpg,0,111,668,0.312874251497006,1,6,0.5522727272727272,2.9955806118472754
1122.jpg,0,110,665,0.31278195488721805,1,6,0.5495454545454546,2.996046419834546
1123.jpg,0,111,667,0.3148425787106447,1,6,0.5504545454545454,2.9959760234680144
1124.jpg,0,112,662,0.3217522658610272,1,4,0.5463636363636364,2.9778645915996567
1125.jpg,0,111,669,0.31689088191330345,1,6,0.5522727272727272,2.99383953943506
1126.jpg,0,111,659,0.3171471927162367,1,6,0.5440909090909091,2.9908861995036444
1127.jpg,0,112,672,0.31547619047619047,1,5,0.5554545454545454,2.9966504781393883
1128.jpg,0,112,671,0.31892697466467956,1,6,0.5540909090909091,2.98939136378908
1129.jpg,0,108,661,0.3207261724659607,1,9,0.545,2.9850740760225256
1130.jpg,0,110,660,0.3196969696969697,1,7,0.5440909090909091,2.988316669457859
1131.jpg,0,108,659,0.3125948406676783,1,6,0.5427272727272727,2.9966395516836304
1132.jpg,0,112,667,0.3193403298350825,1,6,0.5504545454545454,2.9940494512059916
1133.jpg,0,113,662,0.3217522658610272,1,6,0.5468181818181819,2.9884949982036226
1134.jpg,0,109,656,0.3079268292682927,1,8,0.5409090909090909,2.991883275858057
1135.jpg,0,112,668,0.3083832335329341,1,5,0.5513636363636364,2.9939044800195878
1136.jpg,0,109,665,0.3157894736842105,1,8,0.5490909090909091,2.986821801998699
1137.jpg,0,112,664,0.3057228915662651,1,6,0.5481818181818182,2.989643780289353
1138.jpg,0,111,663,0.30618401206636503,1,6,0.5477272727272727,2.993833862398753
1139.jpg,0,112,664,0.30873493975903615,1,6,0.5481818181818182,2.995577100736698
1140.jpg,0,112,663,0.3137254901960784,1,7,0.5477272727272727,2.993071222601863
1141.jpg,0,111,669,0.3153961136023916,1,9,0.5522727272727272,2.996094006751263
1142.jpg,0,111,662,0.31722054380664655,1,9,0.5463636363636364,2.990495107452594
1143.jpg,0,111,663,0.31975867269984914,1,7,0.5477272727272727,2.9891977951310515
1144.jpg,0,110,668,0.3218562874251497,1,9,0.5518181818181818,2.9908153781543603
1145.jpg,0,111,660,0.31212121212121213,1,5,0.5445454545454546,2.989215009393153
1146.jpg,0,112,658,0.3130699088145897,1,7,0.5431818181818182,2.9922399551837082
1147.jpg,0,112,654,0.3119266055045872,1,8,0.5390909090909091,2.9869304470142084
1148.jpg,0,112,656,0.30640243902439024,1,9,0.5409090909090909,2.9925026810112034
1149.jpg,0,108,649,0.31587057010785824,1,7,0.5340909090909091,2.984496966381472
1150.jpg,0,111,653,0.30627871362940273,1,7,0.5381818181818182,2.987039461581011
1151.jpg,0,110,662,0.31419939577039274,1,6,0.5463636363636364,2.984354996394686
1152.jpg,0,110,659,0.3141122913505311,1,8,0.5431818181818182,2.987028380189503
1153.jpg,0,108,667,0.3148425787106447,1,7,0.5504545454545454,2.989651217799774
1154.jpg,0,109,655,0.3099236641221374,1,6,0.54,2.9822819415472606
1155.jpg,0,107,671,0.3204172876304024,1,9,0.5540909090909091,2.9919060939507163
1156.jpg,0,110,671,0.3114754098360656,1,6,0.5540909090909091,2.9925933063828207
1157.jpg,0,111,673,0.2986627043090639,1,6,0.5554545454545454,2.991952335329681
1158.jpg,0,111,682,0.2932551319648094,1,9,0.5395652173913044,3.0028899491806524
1159.jpg,0,112,690,0.3072463768115942,1,9,0.52375,2.9986945410597663
1160.jpg,0,110,689,0.31204644412191584,1,6,0.5704545454545454,2.9940160571388224
1161.jpg,0,111,683,0.30600292825768666,1,6,0.565,2.9952299233403594
1162.jpg,0,110,683,0.3103953147877013,1,6,0.5654545454545454,2.9963294835438883
1163.jpg,0,110,686,0.31486880466472306,1,8,0.5681818181818182,2.994289923376176
1164.jpg,0,108,693,0.31746031746031744,1,7,0.5736363636363636,3.0001221887849567
1165.jpg,0,112,673,0.3031203566121842,1,7,0.5568181818181818,2.9976551348273146
1166.jpg,0,110,671,0.30700447093889716,1,6,0.5540909090909091,2.9892524223451864
1167.jpg,0,109,678,0.31563421828908556,1,7,0.5604545454545454,2.9902079312958527
1168.jpg,0,111,674,0.31305637982195844,1,7,0.5572727272727273,2.9894369132467977
1169.jpg,0,108,668,0.31137724550898205,1,7,0.5509090909090909,2.9899038260906785
1170.jpg,0,109,671,0.31892697466467956,1,7,0.5540909090909091,2.993271871907222
1171.jpg,0,110,671,0.30700447093889716,1,6,0.5545454545454546,2.995494815223889
1172.jpg,0,109,676,0.3091715976331361,1,5,0.5586363636363636,2.991511481384994
1173.jpg,0,110,690,0.3173913043478261,1,7,0.5718181818181818,2.9983121857378636
1174.jpg,0,111,669,0.312406576980568,1,8,0.5527272727272727,2.9904656471918223
1175.jpg,0,111,664,0.3102409638554217,1,8,0.5486363636363636,2.992953298576117
1176.jpg,0,109,675,0.31851851851851853,1,7,0.5577272727272727,2.9929136386311668
1177.jpg,0,111,679,0.3078055964653903,1,6,0.5618181818181818,2.995937320603567
1178.jpg,0,110,674,0.31305637982195844,1,6,0.5568181818181818,2.992500108263912
1179.jpg,0,109,666,0.3063063063063063,1,7,0.5495454545454546,2.986227873295815
1180.jpg,0,111,678,0.308259587020649,1,8,0.5604545454545454,2.989356270704097
1181.jpg,0,110,677,0.31462333825701627,1,9,0.56,2.9914552012235838
1182.jpg,0,108,679,0.31516936671575846,1,7,0.5613636363636364,2.9933184949127605
1183.jpg,0,111,684,0.3172514619883041,1,6,0.5663636363636364,2.993562651277657
1184.jpg,0,112,679,0.3136966126656848,1,6,0.5618181818181818,2.993556117317345
1185.jpg,0,109,675,0.30814814814814817,1,6,0.5581818181818182,2.992153094008315
1186.jpg,0,110,677,0.30428360413589367,1,5,0.5590909090909091,2.9957431988903074
1187.jpg,0,110,681,0.3142437591776799,1,9,0.5631818181818182,2.993309206948308
1188.jpg,0,110,681,0.31130690161527164,1,7,0.5636363636363636,2.9919591359898865
1189.jpg,0,110,676,0.3062130177514793,1,6,0.5581818181818182,2.994003641780794
1190.jpg,0,110,690,0.3159420289855073,1,6,0.5713636363636364,2.9946849170170973
1191.jpg,0,111,686,0.31486880466472306,1,6,0.5677272727272727,2.9970717771540913
1192.jpg,0,112,685,0.3124087591240876,1,7,0.5663636363636364,2.99582933400184
1193.jpg,0,109,684,0.3084795321637427,1,8,0.5654545454545454,2.9926551016143823
1194.jpg,0,111,682,0.312316715542522,1,6,0.5640909090909091,2.9966122723236586
1195.jpg,0,112,679,0.3019145802650957,1,6,0.5618181818181818,2.9983269151610887
1196.jpg,0,112,683,0.3089311859443631,1,7,0.5645454545454546,2.998019046144161
1197.jpg,0,114,679,0.2960235640648012,1,5,0.5618181818181818,2.9991907038863785
1198.jpg,0,111,688,0.31540697674418605,1,6,0.5695454545454546,2.994197791923885
1199.jpg,0,109,690,0.3159420289855073,1,7,0.5713636363636364,2.995079463302646
1200.jpg,0,114,685,0.30656934306569344,1,7,0.5668181818181818,2.9934387528895083
901.jpg,0,108,604,0.3576158940397351,1,6,0.5445,2.9668215945878504
902.jpg,0,109,589,0.34974533106960953,1,6,0.5888888888888889,2.953937662267841
903.jpg,0,107,588,0.3520408163265306,1,7,0.529,2.9538721916354445
904.jpg,0,107,600,0.35833333333333334,1,7,0.5395,2.958487718977623
905.jpg,0,107,594,0.35353535353535354,1,9,0.5335,2.9499896405488846
906.jpg,0,107,599,0.3589315525876461,1,7,0.5395,2.9574722647213623
907.jpg,0,108,603,0.3548922056384743,1,6,0.543,2.958125516699092
908.jpg,0,108,604,0.35927152317880795,1,7,0.544,2.955805720811587
909.jpg,0,108,597,0.35678391959798994,1,9,0.5375,2.96274235340787
910.jpg,0,109,606,0.3564356435643564,1,7,0.5465,2.96343025153765
911.jpg,0,107,599,0.35058430717863104,1,7,0.539,2.958958870470622
912.jpg,0,107,613,0.3556280587275693,1,7,0.5525,2.963639375351859
913.jpg,0,106,612,0.35784313725490197,1,8,0.551,2.963732158680479
914.jpg,0,108,613,0.3539967373572594,1,8,0.5535,2.970770525608876
915.jpg,0,108,606,0.3448844884488449,1,6,0.5455,2.9653255742815277
916.jpg,0,109,609,0.34318555008210183,1,6,0.5485,2.975355720433099
917.jpg,0,109,606,0.3465346534653465,1,7,0.545,2.97238227643835
918.jpg,0,109,620,0.3580645161290323,1,5,0.56,2.9713771252929893
919.jpg,0,109,622,0.3553054662379421,1,7,0.5615,2.972130883049175
920.jpg,0,108,612,0.3545751633986928,1,6,0.552,2.966907037708397
921.jpg,0,108,609,0.35139573070607555,1,7,0.549,2.9653023974239887
922.jpg,0,109,609,0.35467980295566504,1,8,0.5485,2.9595885420611867
923.jpg,0,109,619,0.35864297253634897,1,8,0.5585,2.9686331104895882
924.jpg,0,110,612,0.3562091503267974,1,8,0.5525,2.9658981972330434
925.jpg,0,110,608,0.3569078947368421,1,7,0.5485,2.963169771181217
926.jpg,0,107,603,0.34991708126036486,1,8,0.543,2.9590537748645525
927.jpg,0,108,594,0.3484848484848485,1,6,0.5335,2.9536496608393175
928.jpg,0,108,595,0.3495798319327731,1,7,0.5355,2.9596154016167855
929.jpg,0,107,604,0.3509933774834437,1,6,0.544,2.966967382072698
930.jpg,0,107,594,0.35185185185185186,1,8,0.5345,2.962375009368254
931.jpg,0,107,612,0.35947712418300654,1,8,0.552,2.966249581249035
932.jpg,0,108,611,0.353518821603928,1,7,0.5515,2.971007072881133
933.jpg,0,107,597,0.34673366834170855,1,7,0.5375,2.955634720684338
934.jpg,0,109,605,0.3504132231404959,1,8,0.5455,2.968912174862561
935.jpg,0,109,609,0.3530377668308703,1,7,0.549,2.9628763271442153
936.jpg,0,110,593,0.3440134907251265,1,8,0.534,2.961220971566218
937.jpg,0,108,605,0.34049586776859503,1,7,0.545,2.963524097942797
938.jpg,0,109,601,0.33777038269550747,1,7,0.5415,2.9636219220901183
939.jpg,0,108,601,0.3410981697171381,1,5,0.541,2.962775780191416
940.jpg,0,108,602,0.3372093023255814,1,7,0.5425,2.968458700073319
941.jpg,0,110,589,0.34295415959252973,1,6,0.5305,2.956531927811947
942.jpg,0,110,591,0.3350253807106599,1,6,0.5315,2.954161515834864
943.jpg,0,111,583,0.33104631217838765,1,6,0.524,2.9504767521981847
944.jpg,0,112,580,0.33620689655172414,1,6,0.5215,2.9506837897208693
945.jpg,0,110,583,0.3344768439108062,1,7,0.524,2.950279223709328
946.jpg,0,110,581,0.33562822719449226,1,8,0.522,2.947702284666539
947.jpg,0,108,594,0.34175084175084175,1,7,0.5345,2.9540246339408234
948.jpg,0,110,584,0.3373287671232877,1,7,0.525,2.950560863671376
949.jpg,0,108,584,0.3424657534246575,1,8,0.5245,2.9497700935260425
950.jpg,0,109,588,0.3469387755102041,1,7,0.5295,2.959503048442705
951.jpg,0,112,594,0.3434343434343434,1,7,0.5355,2.957092606455141
952.jpg,0,108,589,0.34465195246179964,1,8,0.53,2.9547784296160717
953.jpg,0,107,577,0.3483535528596187,1,6,0.5447368421052632,2.9507709540250766
954.jpg,0,108,589,0.34295415959252973,1,7,0.53,2.951221666768333
955.jpg,0,108,587,0.3475298126064736,1,8,0.5275,2.9492802226483548
956.jpg,0,108,584,0.3527397260273973,1,6,0.5833333333333334,2.9506771564018313
957.jpg,0,107,588,0.3435374149659864,1,5,0.5877777777777777,2.9525215647737904
958.jpg,0,108,598,0.3528428093645485,1,9,0.539,2.9574662632554363
959.jpg,0,110,591,0.34686971235194586,1,6,0.532,2.9596445066623907
960.jpg,0,108,585,0.3452991452991453,1,8,0.526,2.958393299029021
961.jpg,0,109,587,0.3441226575809199,1,7,0.528,2.9568488068626144
962.jpg,0,109,582,0.3470790378006873,1,9,0.523,2.9573954598502175
963.jpg,0,110,578,0.35294117647058826,1,9,0.5195,2.95531822969936
964.jpg,0,107,592,0.35135135135135137,1,9,0.532,2.9603488858896214
965.jpg,0,108,596,0.3540268456375839,1,8,0.536,2.9598465806299443
966.jpg,0,108,592,0.3581081081081081,1,8,0.532,2.9620332446191115
967.jpg,0,109,590,0.3593220338983051,1,8,0.5305,2.958437460098623
968.jpg,0,109,595,0.3663865546218487,1,7,0.536,2.9659706072593317
969.jpg,0,110,590,0.34915254237288135,1,7,0.531,2.958490123000165
970.jpg,0,109,596,0.3624161073825503,1,7,0.5365,2.9580808539047765
971.jpg,0,108,586,0.3532423208191126,1,9,0.527,2.9567066537029367
972.jpg,0,111,602,0.36212624584717606,1,7,0.543,2.962174305635873
973.jpg,0,108,600,0.36,1,9,0.5405,2.962847205125658
974.jpg,0,107,600,0.36333333333333334,1,8,0.541,2.9628972609706357
975.jpg,0,108,593,0.3591905564924115,1,8,0.5335,2.9627077806156814
976.jpg,0,108,591,0.3570219966159052,1,8,0.5315,2.9589640371956922
977.jpg,0,107,598,0.36454849498327757,1,9,0.5385,2.9635460584583675
978.jpg,0,110,595,0.3630252100840336,1,7,0.5355,2.9632944213644397
979.jpg,0,108,585,0.3623931623931624,1,8,0.5255,2.9567001076840933
980.jpg,0,108,591,0.3570219966159052,1,9,0.532,2.961995143029388
981.jpg,0,107,593,0.35413153456998314,1,8,0.533,2.966137833551158
982.jpg,0,107,588,0.35714285714285715,1,9,0.5285,2.9580983620737977
983.jpg,0,108,588,0.36054421768707484,1,7,0.5285,2.9559432305432813
984.jpg,0,108,585,0.3606837606837607,1,8,0.526,2.9626158648489747
985.jpg,0,110,594,0.36195286195286197,1,7,0.535,2.9616328954399314
986.jpg,0,107,590,0.3593220338983051,1,8,0.53,2.9542084159584805
987.jpg,0,108,592,0.3581081081081081,1,7,0.532,2.955032196010035
988.jpg,0,107,598,0.3595317725752508,1,8,0.5385,2.9627037614814946
989.jpg,0,110,591,0.3604060913705584,1,6,0.532,2.9532556828634715
990.jpg,0,109,593,0.3490725126475548,1,7,0.534,2.9587761432410242
991.jpg,0,109,588,0.3469387755102041,1,7,0.529,2.9553635371737212
992.jpg,0,110,586,0.3447098976109215,1,7,0.5275,2.951015867800374
993.jpg,0,110,589,0.34974533106960953,1,7,0.53,2.952991096395344
994.jpg,0,110,583,0.34133790737564323,1,6,0.524,2.949468905496704
995.jpg,0,110,588,0.3435374149659864,1,6,0.529,2.9551603330190344
996.jpg,0,110,586,0.3447098976109215,1,6,0.5275,2.954953915156453
997.jpg,0,110,585,0.3384615384615385,1,7,0.526,2.948861854033109
998.jpg,0,108,587,0.3424190800681431,1,8,0.5275,2.9545618366965978
999.jpg,0,110,589,0.3463497453310696,1,6,0.53,2.9493716269615557
1000.jpg,1,145,677,0.3870014771048744,1,6,0.6005,2.9352048695924653
1001.jpg,1,143,682,0.3885630498533724,2,6,0.606,2.93675917664081
1002.jpg,1,140,675,0.3851851851851852,2,6,0.5975,2.9308691981427915
1003.jpg,1,143,682,0.39296187683284456,2,6,0.6055,2.930298337903637
1004.jpg,1,140,676,0.3905325443786982,2,6,0.5995,2.929381403808916
1005.jpg,1,138,678,0.39085545722713866,1,6,0.602,2.9371391507853772
1006.jpg,1,143,687,0.3901018922852984,2,7,0.611,2.9318843690629883
1007.jpg,1,142,675,0.3851851851851852,1,8,0.5985,2.9339223119993885
1008.jpg,1,140,684,0.391812865497076,2,6,0.607,2.937306757429228
1009.jpg,1,142,677,0.38847858197932056,2,7,0.5995,2.9299917301766487
1010.jpg,1,143,682,0.3870967741935484,2,7,0.6055,2.935046077204504
1011.jpg,1,141,678,0.3893805309734513,2,8,0.601,2.9319909088191656
1012.jpg,1,141,679,0.3873343151693667,2,8,0.603,2.937664456833646
1013.jpg,1,142,689,0.3889695210449927,1,6,0.6125,2.938570402522099
1014.jpg,1,142,679,0.3858615611192931,1,8,0.6025,2.936617196166597
1015.jpg,1,141,682,0.3870967741935484,1,6,0.6055,2.935434682648681
1016.jpg,1,138,685,0.39124087591240875,2,8,0.609,2.9398732615835144
1017.jpg,1,138,670,0.3835820895522388,2,6,0.593,2.9338713411491018
1018.jpg,1,141,676,0.3875739644970414,1,6,0.6,2.9344083067071547
1019.jpg,1,139,668,0.3847305389221557,1,8,0.5925,2.934151403457381
1020.jpg,1,142,676,0.3831360946745562,1,7,0.6,2.9349625014229943
1021.jpg,1,141,672,0.38095238095238093,1,7,0.596,2.934542217928582
1022.jpg,1,141,687,0.3915574963609898,2,6,0.612,2.9413912168956386
1023.jpg,1,142,687,0.3930131004366812,2,6,0.6115,2.9343875660219205
1024.jpg,1,140,676,0.3875739644970414,1,7,0.599,2.937062389968452
1025.jpg,1,143,680,0.38529411764705884,1,6,0.603,2.932543332798008
1026.jpg,1,146,678,0.3893805309734513,2,6,0.6025,2.9351830502672818
1027.jpg,1,140,679,0.3946980854197349,1,6,0.604,2.933575922717861
1028.jpg,1,141,677,0.3929098966026588,1,6,0.6005,2.9309627980489075
1029.jpg,1,145,677,0.38995568685376664,2,6,0.601,2.9319453992217848
1030.jpg,1,142,675,0.39111111111111113,1,8,0.5985,2.932266443612796
1031.jpg,1,142,679,0.38880706921944036,2,6,0.6025,2.932509623558311
1032.jpg,1,140,663,0.3815987933634992,1,7,0.5865,2.9331876568905146
1033.jpg,1,142,686,0.39067055393586003,2,6,0.6105,2.937815799068144
1034.jpg,1,140,681,0.3920704845814978,1,5,0.605,2.93131089060739
1035.jpg,1,138,681,0.39060205580029367,1,6,0.605,2.9354732741912786
1036.jpg,1,141,685,0.3897810218978102,1,6,0.608,2.933846636538546
1037.jpg,1,141,686,0.39067055393586003,1,6,0.6095,2.9345769651631715
1038.jpg,1,142,680,0.38676470588235295,1,7,0.603,2.9376650908007993
1039.jpg,1,143,683,0.38945827232796487,1,7,0.606,2.9353207194666493
1040.jpg,1,141,683,0.38945827232796487,2,6,0.605,2.9310723538135934
1041.jpg,1,140,684,0.39035087719298245,1,5,0.607,2.933696440000948
1042.jpg,1,142,684,0.3888888888888889,2,6,0.6065,2.9339118609700368
